Company,Phone,Website,Street,City,State,Zip,Industry,Primary Pitch,Core Service Bundle,MSP-Interim Wedges
Lumitron Technologies Inc.,949-393-4744,http://www.lumitronxrays.com,5201 California Ave,Irvine,California,92617-3073,Technology & AI,SOC 2 readiness + DevOps + IT ops for tech SMBs,My Compliance (SOC 2) · My Security · My IT · My Dev · My Cloud,"My Compliance — SOC 2 Type II program (often the blocker for enterprise deals) | My Security — SaaS security review + pen test | My Dev — SDLC v7.0 AI-assisted dev acceleration (3-5× faster delivery) | Chat.AI — internal team AI (private, IP-safe; never trains on code) | Nexus Assess Pulse — continuous vuln intelligence"
Charitable Ventures,714-597-6630,http://www.charitableventuresoc.org,1505 E 17th St,Santa Ana,California,92705-8506,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Giant Steps Community Programs,213-204-1000,http://www.giantsteps.net,2401 Lake Ave,Altadena,California,91001-2418,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Esperanza Immigrant Rights Project,213-251-3505,http://www.esperanza-la.org,1530 James M Wood Blvd,Los Angeles,California,90015,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Center for Living and Learning,818-781-1073,http://www.center4living.org,14549 Archwood St,Los Angeles,California,91405-4633,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
ITAA - International Transactional Analysis Association,626-689-4810,http://www.itaaworld.com,2700 E Foothill Blvd,Pasadena,California,91107,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"ASSE International, Inc.",720-452-1522,http://www.asse.com,228 N Coast Hwy,Laguna Beach,California,92651,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Accurate Accounting and Tax Services Inc.,714-522-6501,http://www.katarataxcpa.com,6855 Western Ave,Buena Park,California,90621-3242,Financial Services,Compliance-aware managed IT + 3CX + documented audit trail,My IT · My Security · My Compliance (SOC 2 / PCI) · My Continuity · My Office,"My Compliance — SOC 2 Type II readiness assessment | My Security — quarterly pen test with reporting (SEC/FINRA ready) | Chat.AI — private AI for advisor workflows (Reg-BI friendly, never trains on client data) | My AI — AI assistant for underwriting, claims, loan processing | Nexus Assess Pulse — cyber-insurance renewal-ready vuln report"
Elle Communications,855-438-3553,http://www.ellecomm.com,1300 Factory Place,Los Angeles,California,90013,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Los Angeles Mission,213-629-1227,http://www.losangelesmission.org,303 E 5th St,Los Angeles,California,90013,Non-Profit,M365 Nonprofit + mailbox migration + B2B partner collaboration,My Office · My IT · My Security · My Continuity · My Compliance,"My Office — mailbox migration off reseller-hosted O365 + B2B cross-tenant setup with partner agencies | Chat.AI — donor-communication AI (private, grant-reporting-safe) | My AI — grant-writing, impact-report automation, donor segmentation | My SEO — donation-page conversion optimization + SEO for cause awareness | My Compliance — HIPAA (for health non-profits), FERPA (for education), donor-PII review"
21st Century Textile,,,,Los Angeles,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Cr ®me de la Cr ®me Catering and Gourmet Foods,714-241-1091,http://www.cremedelacremefoods.com,3001 Red Hill Ave,Costa Mesa,California,92626-4506,Hospitality & F&B,Restaurant / hotel IT + POS + WiFi + SEO + content,My IT · My SEO · My Sip · My Security · My Office,"My SEO — restaurant SEO + WordPress program (proven 213 entries / 340 hrs / 4 mo YTD) | My AI — reservation triage, review-response automation, menu personalization | Chat.AI — guest-facing AI concierge (private, no customer-data training) | My AI Lead Gen — event / corporate catering lead gen | My Compliance — PCI-DSS payment-card compliance review"
ImmPACT Bio,818-857-4828,http://www.immpact-bio.com,8501 Fallbrook Ave,Los Angeles,California,91304-3234,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Heritage Global Partners,858-847-0659,http://www.hgpauction.com,12625 High Bluff Dr,San Diego,California,92130,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
Allies for Every Child,310-846-4100,http://www.alliesforeverychild.org,,Culver City,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
GRG,949-922-9786,http://www.grg-supercentenarians.org,,Los Angeles,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Medical Electronic Systems,310-670-9066,http://www.mes-global.com,6345 Balboa Blvd,Los Angeles,California,91316-1500,Healthcare,HIPAA-ready managed IT + 3CX telephony platform ops,My IT · My Security · My Compliance (HIPAA) · My Office (M365) · My Continuity,"My Compliance — HIPAA Technical-Safeguards audit (run alongside their MSP) | Chat.AI — private-tenant AI that does NOT train on patient data (PHI-safe) | My AI — AI strategy session: where AI helps scheduling, auth, intake without touching PHI | Nexus Assess Pulse — external vulnerability + pen-test report for cyber insurance renewal | My AI Lead Gen — patient-acquisition lead gen from public data (not PHI)"
"Compa Logistics, Inc.",+1 909 798 3408,http://www.compalogistics.com,1950 S Sunwest Ln,San Bernardino,California,92408-3207,Logistics & Transport,Fleet / dispatch IT + VoIP + hosted infrastructure,My IT · My Sip · My Cloud · My Security · My Continuity,"My AI — route optimization, demand forecasting, predictive ETA | My Dev — TMS / dispatch integrations, EDI automation | Chat.AI — private AI for ops / dispatch playbook automation | Nexus Assess Pulse — cyber-insurance-ready vuln report | My AI Lead Gen — shipper / broker lead gen from public trade data"
Davel Creative Agency,818-934-0618,http://www.davelcreative.com,655 N Central Ave,Glendale,California,91203-1424,Marketing & Media,Creative-studio IT + M365 + Adobe CC + render/storage,My IT · My Cloud · My Office · My Security · My SEO,My AI Lead Gen — agency prospect gen from public business signals | Chat.AI — creative-brief and copy AI (private; no client-IP training) | My AI — content production pipeline automation | My SEO — agency's own SEO (practice what you preach) | My Dev — custom creative ops tooling / CMS integrations
Family Service Association of Redlands,909-793-2673,http://www.redlandsfamilyservice.org,612 Lawton St,Redlands,California,92374,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
